match_id,season,market,selection,price,price_type,price_source,source_column
2015_16_20150912_WBA_SOU,2015_16,OU25,OVER,2.35,PRE_CLOSING,MARKET_AVERAGE,BbAv>2.5
2015_16_20150912_WBA_SOU,2015_16,OU25,UNDER,1.58,PRE_CLOSING,MARKET_AVERAGE,BbAv<2.5
2015_16_20150912_WBA_SOU,2015_16,OU25,OVER,2.49,PRE_CLOSING,MARKET_MAX,BbMx>2.5
2015_16_20150912_WBA_SOU,2015_16,OU25,UNDER,1.65,PRE_CLOSING,MARKET_MAX,BbMx<2.5
2015_16_20150913_LEI_AVL,2015_16,OU25,OVER,1.91,PRE_CLOSING,MARKET_AVERAGE,BbAv>2.5
2015_16_20150913_LEI_AVL,2015_16,OU25,UNDER,1.89,PRE_CLOSING,MARKET_AVERAGE,BbAv<2.5
2015_16_20150913_LEI_AVL,2015_16,OU25,OVER,2.0,PRE_CLOSING,MARKET_MAX,BbMx>2.5
2015_16_20150913_LEI_AVL,2015_16,OU25,UNDER,1.95,PRE_CLOSING,MARKET_MAX,BbMx<2.5
2015_16_20150913_SUN_TOT,2015_16,OU25,OVER,1.95,PRE_CLOSING,MARKET_AVERAGE,BbAv>2.5
2015_16_20150913_SUN_TOT,2015_16,OU25,UNDER,1.85,PRE_CLOSING,MARKET_AVERAGE,BbAv<2.5
2015_16_20150913_SUN_TOT,2015_16,OU25,OVER,2.01,PRE_CLOSING,MARKET_MAX,BbMx>2.5
2015_16_20150913_SUN_TOT,2015_16,OU25,UNDER,1.92,PRE_CLOSING,MARKET_MAX,BbMx<2.5
2015_16_20150914_WHU_NEW,2015_16,OU25,OVER,1.89,PRE_CLOSING,MARKET_AVERAGE,BbAv>2.5
2015_16_20150914_WHU_NEW,2015_16,OU25,UNDER,1.91,PRE_CLOSING,MARKET_AVERAGE,BbAv<2.5
2015_16_20150914_WHU_NEW,2015_16,OU25,OVER,1.95,PRE_CLOSING,MARKET_MAX,BbMx>2.5
2015_16_20150914_WHU_NEW,2015_16,OU25,UNDER,1.97,PRE_CLOSING,MARKET_MAX,BbMx<2.5
2015_16_20150919_AVL_WBA,2015_16,OU25,OVER,2.37,PRE_CLOSING,MARKET_AVERAGE,BbAv>2.5
2015_16_20150919_AVL_WBA,2015_16,OU25,UNDER,1.57,PRE_CLOSING,MARKET_AVERAGE,BbAv<2.5
2015_16_20150919_AVL_WBA,2015_16,OU25,OVER,2.48,PRE_CLOSING,MARKET_MAX,BbMx>2.5
2015_16_20150919_AVL_WBA,2015_16,OU25,UNDER,1.61,PRE_CLOSING,MARKET_MAX,BbMx<2.5
2015_16_20150919_BOU_SUN,2015_16,OU25,OVER,1.87,PRE_CLOSING,MARKET_AVERAGE,BbAv>2.5
2015_16_20150919_BOU_SUN,2015_16,OU25,UNDER,1.93,PRE_CLOSING,MARKET_AVERAGE,BbAv<2.5
2015_16_20150919_BOU_SUN,2015_16,OU25,OVER,1.93,PRE_CLOSING,MARKET_MAX,BbMx>2.5
2015_16_20150919_BOU_SUN,2015_16,OU25,UNDER,2.03,PRE_CLOSING,MARKET_MAX,BbMx<2.5
2015_16_20150919_CHE_ARS,2015_16,OU25,OVER,1.78,PRE_CLOSING,MARKET_AVERAGE,BbAv>2.5
2015_16_20150919_CHE_ARS,2015_16,OU25,UNDER,2.02,PRE_CLOSING,MARKET_AVERAGE,BbAv<2.5
2015_16_20150919_CHE_ARS,2015_16,OU25,OVER,1.86,PRE_CLOSING,MARKET_MAX,BbMx>2.5
2015_16_20150919_CHE_ARS,2015_16,OU25,UNDER,2.12,PRE_CLOSING,MARKET_MAX,BbMx<2.5
2015_16_20150919_MCI_WHU,2015_16,OU25,OVER,1.44,PRE_CLOSING,MARKET_AVERAGE,BbAv>2.5
2015_16_20150919_MCI_WHU,2015_16,OU25,UNDER,2.71,PRE_CLOSING,MARKET_AVERAGE,BbAv<2.5
2015_16_20150919_MCI_WHU,2015_16,OU25,OVER,1.461,PRE_CLOSING,MARKET_MAX,BbMx>2.5
2015_16_20150919_MCI_WHU,2015_16,OU25,UNDER,2.88,PRE_CLOSING,MARKET_MAX,BbMx<2.5
2015_16_20150919_NEW_WAT,2015_16,OU25,OVER,2.17,PRE_CLOSING,MARKET_AVERAGE,BbAv>2.5
