match_id,season,market,selection,opening_price,opening_source_column,opening_source,closing_price,closing_source_column,closing_source,has_opening,has_closing,raw_row,closing_implied_probability,opening_implied_probability,price_change,implied_probability_change,closing_available,opening_available
2015_16_26/09/2015_Man United_Sunderland,2015_16,OVER_2.5,OVER,1.56,BbAv>2.5,BETBOOK_AVERAGE,,,,True,False,62,,0.641025641025641,,,False,True
2015_16_26/09/2015_Man United_Sunderland,2015_16,OVER_2.5,UNDER,2.38,BbAv<2.5,BETBOOK_AVERAGE,,,,True,False,62,,0.42016806722689076,,,False,True
2015_16_26/09/2015_Newcastle_Chelsea,2015_16,OVER_2.5,OVER,1.81,BbAv>2.5,BETBOOK_AVERAGE,,,,True,False,63,,0.5524861878453039,,,False,True
2015_16_26/09/2015_Newcastle_Chelsea,2015_16,OVER_2.5,UNDER,1.99,BbAv<2.5,BETBOOK_AVERAGE,,,,True,False,63,,0.5025125628140703,,,False,True
2015_16_26/09/2015_Southampton_Swansea,2015_16,OVER_2.5,OVER,2.16,BbAv>2.5,BETBOOK_AVERAGE,,,,True,False,64,,0.4629629629629629,,,False,True
2015_16_26/09/2015_Southampton_Swansea,2015_16,OVER_2.5,UNDER,1.68,BbAv<2.5,BETBOOK_AVERAGE,,,,True,False,64,,0.5952380952380952,,,False,True
2015_16_26/09/2015_Stoke_Bournemouth,2015_16,OVER_2.5,OVER,2.02,BbAv>2.5,BETBOOK_AVERAGE,,,,True,False,65,,0.49504950495049505,,,False,True
2015_16_26/09/2015_Stoke_Bournemouth,2015_16,OVER_2.5,UNDER,1.78,BbAv<2.5,BETBOOK_AVERAGE,,,,True,False,65,,0.5617977528089888,,,False,True
2015_16_26/09/2015_Tottenham_Man City,2015_16,OVER_2.5,OVER,1.72,BbAv>2.5,BETBOOK_AVERAGE,,,,True,False,66,,0.5813953488372093,,,False,True
2015_16_26/09/2015_Tottenham_Man City,2015_16,OVER_2.5,UNDER,2.11,BbAv<2.5,BETBOOK_AVERAGE,,,,True,False,66,,0.47393364928909953,,,False,True
2015_16_26/09/2015_West Ham_Norwich,2015_16,OVER_2.5,OVER,1.9,BbAv>2.5,BETBOOK_AVERAGE,,,,True,False,67,,0.5263157894736842,,,False,True
2015_16_26/09/2015_West Ham_Norwich,2015_16,OVER_2.5,UNDER,1.89,BbAv<2.5,BETBOOK_AVERAGE,,,,True,False,67,,0.5291005291005292,,,False,True
2015_16_27/09/2015_Watford_Crystal Palace,2015_16,OVER_2.5,OVER,2.13,BbAv>2.5,BETBOOK_AVERAGE,,,,True,False,68,,0.4694835680751174,,,False,True
2015_16_27/09/2015_Watford_Crystal Palace,2015_16,OVER_2.5,UNDER,1.71,BbAv<2.5,BETBOOK_AVERAGE,,,,True,False,68,,0.5847953216374269,,,False,True
2015_16_28/09/2015_West Brom_Everton,2015_16,OVER_2.5,OVER,2.23,BbAv>2.5,BETBOOK_AVERAGE,,,,True,False,69,,0.4484304932735426,,,False,True
2015_16_28/09/2015_West Brom_Everton,2015_16,OVER_2.5,UNDER,1.64,BbAv<2.5,BETBOOK_AVERAGE,,,,True,False,69,,0.6097560975609756,,,False,True
2015_16_03/10/2015_Aston Villa_Stoke,2015_16,OVER_2.5,OVER,2.19,BbAv>2.5,BETBOOK_AVERAGE,,,,True,False,70,,0.4566210045662101,,,False,True
2015_16_03/10/2015_Aston Villa_Stoke,2015_16,OVER_2.5,UNDER,1.67,BbAv<2.5,BETBOOK_AVERAGE,,,,True,False,70,,0.5988023952095809,,,False,True
2015_16_03/10/2015_Bournemouth_Watford,2015_16,OVER_2.5,OVER,2.0,BbAv>2.5,BETBOOK_AVERAGE,,,,True,False,71,,0.5,,,False,True
2015_16_03/10/2015_Bournemouth_Watford,2015_16,OVER_2.5,UNDER,1.8,BbAv<2.5,BETBOOK_AVERAGE,,,,True,False,71,,0.5555555555555556,,,False,True
2015_16_03/10/2015_Chelsea_Southampton,2015_16,OVER_2.5,OVER,1.88,BbAv>2.5,BETBOOK_AVERAGE,,,,True,False,72,,0.5319148936170213,,,False,True
2015_16_03/10/2015_Chelsea_Southampton,2015_16,OVER_2.5,UNDER,1.91,BbAv<2.5,BETBOOK_AVERAGE,,,,True,False,72,,0.5235602094240838,,,False,True
2015_16_03/10/2015_Crystal Palace_West Brom,2015_16,OVER_2.5,OVER,2.14,BbAv>2.5,BETBOOK_AVERAGE,,,,True,False,73,,0.4672897196261682,,,False,True
