match_id,season,opening_price,closing_price,opening_raw_probability,closing_raw_probability,opening_fair_probability,closing_fair_probability,fair_probability_change,price_clv,fair_probability_clv,opening_overround,closing_overround,opening_margin,closing_margin,selection
2019_20_02/11/2019_Sheffield United_Burnley,2019_20,2.3,2.37,0.4347826086956522,0.42194092827004215,0.411764705882353,0.398477157360406,-0.013287548521946968,-0.029535864978903037,0.03334582240539552,1.0559006211180124,1.058883603429278,0.05590062111801242,0.0588836034292779,OVER
2019_20_02/11/2019_Watford_Chelsea,2019_20,1.61,1.61,0.6211180124223602,0.6211180124223602,0.588235294117647,0.588235294117647,0.0,0.0,0.0,1.0559006211180124,1.0559006211180124,0.05590062111801242,0.05590062111801242,OVER
2019_20_02/11/2019_West Ham_Newcastle,2019_20,1.8,1.8,0.5555555555555556,0.5555555555555556,0.5263157894736842,0.5263157894736842,0.0,0.0,0.0,1.0555555555555556,1.0555555555555556,0.05555555555555558,0.05555555555555558,OVER
2019_20_03/11/2019_Crystal Palace_Leicester,2019_20,2.0,1.9,0.5,0.5263157894736842,0.47368421052631576,0.5,0.026315789473684237,0.05263157894736836,-0.052631578947368474,1.0555555555555556,1.0526315789473684,0.05555555555555558,0.05263157894736836,OVER
2019_20_03/11/2019_Everton_Tottenham,2019_20,1.72,1.61,0.5813953488372093,0.6211180124223602,0.549738219895288,0.588235294117647,0.03849707422235893,0.06832298136645965,-0.06544502617801018,1.0575858250276855,1.0559006211180124,0.0575858250276855,0.05590062111801242,OVER
2019_20_03/12/2019_Burnley_Man City,2019_20,1.44,1.4,0.6944444444444444,0.7142857142857143,0.6563245823389022,0.6818181818181818,0.02549359947927954,0.028571428571428692,-0.03739061256960996,1.058080808080808,1.0476190476190477,0.058080808080807955,0.04761904761904767,OVER
2019_20_03/12/2019_Crystal Palace_Bournemouth,2019_20,2.0,1.9,0.5,0.5263157894736842,0.47368421052631576,0.5,0.026315789473684237,0.05263157894736836,-0.052631578947368474,1.0555555555555556,1.0526315789473684,0.05555555555555558,0.05263157894736836,OVER
2019_20_04/07/2020_Chelsea_Watford,2019_20,1.72,1.66,0.5813953488372093,0.6024096385542169,0.549738219895288,0.5699481865284974,0.020209966633209397,0.03614457831325302,-0.03545930509281281,1.0575858250276855,1.0569550930996714,0.0575858250276855,0.056955093099671394,OVER
2019_20_04/07/2020_Leicester_Crystal Palace,2019_20,2.2,2.1,0.45454545454545453,0.47619047619047616,0.43005181347150256,0.450261780104712,0.020209966633209453,0.04761904761904767,-0.04488492589468607,1.0569550930996714,1.0575858250276855,0.056955093099671394,0.0575858250276855,OVER
2019_20_04/07/2020_Man United_Bournemouth,2019_20,1.53,1.53,0.6535947712418301,0.6535947712418301,0.6203473945409429,0.6203473945409429,0.0,0.0,0.0,1.05359477124183,1.05359477124183,0.0535947712418301,0.0535947712418301,OVER
2019_20_04/07/2020_Norwich_Brighton,2019_20,2.1,2.2,0.47619047619047616,0.45454545454545453,0.450261780104712,0.43005181347150256,-0.020209966633209453,-0.045454545454545525,0.046994259761559354,1.0575858250276855,1.0569550930996714,0.0575858250276855,0.056955093099671394,OVER
2019_20_04/07/2020_Wolves_Arsenal,2019_20,2.1,2.3,0.47619047619047616,0.4347826086956522,0.450261780104712,0.411764705882353,-0.03849707422235904,-0.08695652173913038,0.09349289454001486,1.0575858250276855,1.0559006211180124,0.0575858250276855,0.05590062111801242,OVER
2019_20_04/12/2019_Chelsea_Aston Villa,2019_20,1.4,1.36,0.7142857142857143,0.7352941176470588,0.6818181818181818,0.7017543859649122,0.019936204146730474,0.02941176470588225,-0.02840909090909094,1.0476190476190477,1.0477941176470589,0.04761904761904767,0.047794117647058876,OVER
2019_20_04/12/2019_Leicester_Watford,2019_20,1.61,1.53,0.6211180124223602,0.6535947712418301,0.588235294117647,0.6203473945409429,0.03211210042329593,0.05228758169934644,-0.051764705882353046,1.0559006211180124,1.05359477124183,0.05590062111801242,0.0535947712418301,OVER
2019_20_04/12/2019_Liverpool_Everton,2019_20,1.57,1.66,0.6369426751592356,0.6024096385542169,0.6015228426395939,0.5699481865284974,-0.031574656111096444,-0.054216867469879415,0.05539916935856004,1.058883603429278,1.0569550930996714,0.0588836034292779,0.056955093099671394,OVER
2019_20_04/12/2019_Man United_Tottenham,2019_20,1.8,1.8,0.5555555555555556,0.5555555555555556,0.5263157894736842,0.5263157894736842,0.0,0.0,0.0,1.0555555555555556,1.0555555555555556,0.05555555555555558,0.05555555555555558,OVER
2019_20_04/12/2019_Southampton_Norwich,2019_20,1.57,1.66,0.6369426751592356,0.6024096385542169,0.6015228426395939,0.5699481865284974,-0.031574656111096444,-0.054216867469879415,0.05539916935856004,1.058883603429278,1.0569550930996714,0.0588836034292779,0.056955093099671394,OVER
2019_20_04/12/2019_Wolves_West Ham,2019_20,1.9,1.8,0.5263157894736842,0.5555555555555556,0.5,0.5263157894736842,0.02631578947368418,0.05555555555555558,-0.04999999999999993,1.0526315789473684,1.0555555555555556,0.05263157894736836,0.05555555555555558,OVER
2019_20_05/07/2020_Burnley_Sheffield United,2019_20,2.62,2.75,0.38167938931297707,0.36363636363636365,0.3640776699029127,0.3436754176610979,-0.0204022522418148,-0.047272727272727244,0.05936488673139162,1.0483460559796436,1.058080808080808,0.04834605597964359,0.058080808080807955,OVER
2019_20_05/07/2020_Liverpool_Aston Villa,2019_20,1.5,1.44,0.6666666666666666,0.6944444444444444,0.6359223300970874,0.6563245823389022,0.0204022522418148,0.04166666666666674,-0.03108561341571059,1.0483460559796436,1.058080808080808,0.04834605597964359,0.058080808080807955,OVER
2019_20_05/07/2020_Newcastle_West Ham,2019_20,2.0,1.9,0.5,0.5263157894736842,0.47368421052631576,0.5,0.026315789473684237,0.05263157894736836,-0.052631578947368474,1.0555555555555556,1.0526315789473684,0.05555555555555558,0.05263157894736836,OVER
2019_20_05/07/2020_Southampton_Man City,2019_20,1.53,1.5,0.6535947712418301,0.6666666666666666,0.6203473945409429,0.6359223300970874,0.015574935556144531,0.020000000000000018,-0.02449188339363184,1.05359477124183,1.0483460559796436,0.0535947712418301,0.04834605597964359,OVER
2019_20_05/10/2019_Brighton_Tottenham,2019_20,1.72,1.72,0.5813953488372093,0.5813953488372093,0.549738219895288,0.549738219895288,0.0,0.0,0.0,1.0575858250276855,1.0575858250276855,0.0575858250276855,0.0575858250276855,OVER
2019_20_05/10/2019_Burnley_Everton,2019_20,2.1,2.0,0.47619047619047616,0.5,0.450261780104712,0.47368421052631576,0.023422430421603746,0.050000000000000044,-0.04944735311227455,1.0575858250276855,1.0555555555555556,0.0575858250276855,0.05555555555555558,OVER
