match_id,season,selection,opening_price,closing_price,opening_raw_probability,closing_raw_probability,opening_fair_probability,closing_fair_probability,opening_overround,closing_overround,opening_margin,closing_margin,price_clv,fair_probability_clv
2019_20_07/07/2020_Watford_Norwich,2019_20,OVER,2.0,2.1,0.5,0.47619047619047616,0.47368421052631576,0.450261780104712,1.0555555555555556,1.0575858250276855,0.05555555555555558,0.0575858250276855,-0.04761904761904767,-0.04944735311227455
2019_20_07/12/2019_Bournemouth_Liverpool,2019_20,OVER,1.5,1.57,0.6666666666666666,0.6369426751592356,0.6359223300970874,0.6015228426395939,1.0483460559796436,1.058883603429278,0.04834605597964359,0.0588836034292779,-0.04458598726114649,-0.05409385050567683
2019_20_07/12/2019_Everton_Chelsea,2019_20,OVER,1.72,1.61,0.5813953488372093,0.6211180124223602,0.549738219895288,0.588235294117647,1.0575858250276855,1.0559006211180124,0.0575858250276855,0.05590062111801242,0.06832298136645965,0.07002801120448154
2019_20_07/12/2019_Man City_Man United,2019_20,OVER,1.5,1.5,0.6666666666666666,0.6666666666666666,0.6359223300970874,0.6359223300970874,1.0483460559796436,1.0483460559796436,0.04834605597964359,0.04834605597964359,0.0,0.0
2019_20_07/12/2019_Tottenham_Burnley,2019_20,OVER,1.57,1.61,0.6369426751592356,0.6211180124223602,0.6015228426395939,0.588235294117647,1.058883603429278,1.0559006211180124,0.0588836034292779,0.05590062111801242,-0.024844720496894457,-0.02208984859766705
2019_20_07/12/2019_Watford_Crystal Palace,2019_20,OVER,2.0,2.0,0.5,0.5,0.47368421052631576,0.47368421052631576,1.0555555555555556,1.0555555555555556,0.05555555555555558,0.05555555555555558,0.0,0.0
2019_20_08/02/2020_Brighton_Watford,2019_20,OVER,2.0,1.9,0.5,0.5263157894736842,0.47368421052631576,0.5,1.0555555555555556,1.0526315789473684,0.05555555555555558,0.05263157894736836,0.05263157894736836,0.05555555555555558
2019_20_08/02/2020_Everton_Crystal Palace,2019_20,OVER,2.1,2.2,0.47619047619047616,0.45454545454545453,0.450261780104712,0.43005181347150256,1.0575858250276855,1.0569550930996714,0.0575858250276855,0.056955093099671394,-0.045454545454545525,-0.04488492589468607
2019_20_08/03/2020_Chelsea_Everton,2019_20,OVER,1.72,1.72,0.5813953488372093,0.5813953488372093,0.549738219895288,0.549738219895288,1.0575858250276855,1.0575858250276855,0.0575858250276855,0.0575858250276855,0.0,0.0
2019_20_08/03/2020_Man United_Man City,2019_20,OVER,1.66,1.9,0.6024096385542169,0.5263157894736842,0.5699481865284974,0.5,1.0569550930996714,1.0526315789473684,0.056955093099671394,0.05263157894736836,-0.12631578947368416,-0.1227272727272728
2019_20_08/07/2020_Brighton_Liverpool,2019_20,OVER,1.72,2.0,0.5813953488372093,0.5,0.549738219895288,0.4871794871794872,1.0575858250276855,1.026315789473684,0.0575858250276855,0.02631578947368407,-0.14,-0.11379731379731384
2019_20_08/07/2020_Man City_Newcastle,2019_20,OVER,1.36,1.3,0.7352941176470588,0.7692307692307692,0.7017543859649122,0.7291666666666667,1.0477941176470589,1.0549450549450547,0.047794117647058876,0.05494505494505475,0.04615384615384621,0.03906250000000022
2019_20_08/07/2020_Sheffield United_Wolves,2019_20,OVER,2.75,2.75,0.36363636363636365,0.36363636363636365,0.3436754176610979,0.3436754176610979,1.058080808080808,1.058080808080808,0.058080808080807955,0.058080808080807955,0.0,0.0
2019_20_08/07/2020_West Ham_Burnley,2019_20,OVER,2.0,2.0,0.5,0.5,0.47368421052631576,0.47368421052631576,1.0555555555555556,1.0555555555555556,0.05555555555555558,0.05555555555555558,0.0,0.0
2019_20_08/11/2019_Norwich_Watford,2019_20,OVER,1.66,1.66,0.6024096385542169,0.6024096385542169,0.5699481865284974,0.5699481865284974,1.0569550930996714,1.0569550930996714,0.056955093099671394,0.056955093099671394,0.0,0.0
2019_20_08/12/2019_Aston Villa_Leicester,2019_20,OVER,1.61,1.53,0.6211180124223602,0.6535947712418301,0.588235294117647,0.6203473945409429,1.0559006211180124,1.05359477124183,0.05590062111801242,0.0535947712418301,0.05228758169934644,0.05459057071960305
2019_20_08/12/2019_Brighton_Wolves,2019_20,OVER,2.3,2.1,0.4347826086956522,0.47619047619047616,0.411764705882353,0.450261780104712,1.0559006211180124,1.0575858250276855,0.05590062111801242,0.0575858250276855,0.09523809523809512,0.09349289454001486
2019_20_08/12/2019_Newcastle_Southampton,2019_20,OVER,2.1,1.9,0.47619047619047616,0.5263157894736842,0.450261780104712,0.5,1.0575858250276855,1.0526315789473684,0.0575858250276855,0.05263157894736836,0.10526315789473695,0.11046511627906974
2019_20_08/12/2019_Norwich_Sheffield United,2019_20,OVER,1.8,1.9,0.5555555555555556,0.5263157894736842,0.5263157894736842,0.5,1.0555555555555556,1.0526315789473684,0.05555555555555558,0.05263157894736836,-0.05263157894736836,-0.04999999999999993
2019_20_09/02/2020_Sheffield United_Bournemouth,2019_20,OVER,2.3,2.5,0.4347826086956522,0.4,0.411764705882353,0.3796526054590571,1.0559006211180124,1.05359477124183,0.05590062111801242,0.0535947712418301,-0.08000000000000007,-0.07798652959943286
2019_20_09/03/2020_Leicester_Aston Villa,2019_20,OVER,1.53,1.61,0.6535947712418301,0.6211180124223602,0.6203473945409429,0.588235294117647,1.05359477124183,1.0559006211180124,0.0535947712418301,0.05590062111801242,-0.049689440993788914,-0.051764705882353046
2019_20_09/07/2020_Aston Villa_Man United,2019_20,OVER,1.66,1.53,0.6024096385542169,0.6535947712418301,0.5699481865284974,0.6203473945409429,1.0569550930996714,1.05359477124183,0.056955093099671394,0.0535947712418301,0.08496732026143783,0.08842770133092714
2019_20_09/07/2020_Bournemouth_Tottenham,2019_20,OVER,1.72,1.8,0.5813953488372093,0.5555555555555556,0.549738219895288,0.5263157894736842,1.0575858250276855,1.0555555555555556,0.0575858250276855,0.05555555555555558,-0.04444444444444451,-0.04260651629072698
2019_20_09/07/2020_Everton_Southampton,2019_20,OVER,1.9,2.0,0.5263157894736842,0.5,0.5,0.47368421052631576,1.0526315789473684,1.0555555555555556,0.05263157894736836,0.05555555555555558,-0.050000000000000044,-0.052631578947368474
2019_20_09/08/2019_Liverpool_Norwich,2019_20,OVER,1.4,1.3,0.7142857142857143,0.7692307692307692,0.6818181818181818,0.7291666666666667,1.0476190476190477,1.0549450549450547,0.04761904761904767,0.05494505494505475,0.07692307692307687,0.06944444444444464
2019_20_09/11/2019_Burnley_West Ham,2019_20,OVER,1.66,1.66,0.6024096385542169,0.6024096385542169,0.5699481865284974,0.5699481865284974,1.0569550930996714,1.0569550930996714,0.056955093099671394,0.056955093099671394,0.0,0.0
2019_20_09/11/2019_Chelsea_Crystal Palace,2019_20,OVER,1.57,1.61,0.6369426751592356,0.6211180124223602,0.6015228426395939,0.588235294117647,1.058883603429278,1.0559006211180124,0.0588836034292779,0.05590062111801242,-0.024844720496894457,-0.02208984859766705
