season,observations,matches,mean_price_clv,median_price_clv,positive_price_clv_rate,mean_fair_clv,median_fair_clv,positive_fair_clv_rate,mean_opening_margin,mean_closing_margin
2019_20,760,380,-0.0010104958860252338,0.0,0.3526315789473684,0.004791089074509109,0.0,0.3526315789473684,0.055047144322395526,0.054758488235467945
2020_21,760,380,0.0010923738367009377,0.0,0.3605263157894737,0.004320700318451567,0.0,0.36578947368421055,0.054035618013636405,0.05425518660873537
2021_22,760,380,0.0014634197515802521,0.0,0.38552631578947366,0.003554814602276783,0.0,0.37894736842105264,0.04867420939442439,0.050048743126235806
2022_23,760,380,-0.0003075514901199751,0.0,0.3960526315789474,0.0036086525611128428,0.0,0.4,0.04495636140471918,0.045066067405867
2023_24,760,380,-0.0004200726238266592,0.0,0.3907894736842105,0.003618511986632489,0.0,0.4,0.05278898671352396,0.05194755353559336
2024_25,760,380,-0.0006968807374024764,0.0,0.38421052631578945,0.002769409779777623,0.0,0.39342105263157895,0.050281627892954726,0.04843217719500028
2025_26,760,380,0.0003521995211336838,0.0,0.3881578947368421,0.0033593701347338647,0.0,0.3868421052631579,0.050594163624388525,0.05047654134147151
