season,observations,matches,mean_clv,median_clv,mean_odds_change,mean_probability_change,positive_clv_rate
2019_20,760,380,-0.0010104958860252338,0.0,0.0050824228871825345,-0.0001443280434637904,0.3526315789473684
2020_21,760,380,0.0010923738367009377,0.0,0.0041448106965701935,0.00010978429754948371,0.3605263157894737
2021_22,760,380,0.0014634197515802521,0.0,0.002290969470552188,0.0006872668659057019,0.38552631578947366
2022_23,760,380,-0.0003075514901199751,0.0,0.0035558708360649543,5.4853000573911596e-05,0.3960526315789474
2023_24,760,380,-0.0004200726238266592,0.0,0.004500317617981723,-0.0004207165889652929,0.3907894736842105
2024_25,760,380,-0.0006968807374024764,0.0,0.004593734821879194,-0.0009247253489772263,0.38421052631578945
2025_26,760,380,0.0003521995211336838,0.0,0.0034988610255770516,-5.8811141458504764e-05,0.3881578947368421
